before,after,basis,confidence,source_file
내가 네 곁에 없었으면 어쩔 뻔했어.,아… 이제 한계야…,타임스탬프 사진으로 장면 불일치 확인 후 재복원,중간,/mnt/data/SSIS_908_652_photo_guided_retranslation/SSIS-908.final-photo-guided-retranslated-ko.v1.changes.csv
우리 둘이서?,응…,타임스탬프 사진으로 장면 불일치 확인 후 재복원,중간,/mnt/data/SSIS_908_652_photo_guided_retranslation/SSIS-908.final-photo-guided-retranslated-ko.v1.changes.csv
둘이서?,더…,타임스탬프 사진으로 장면 불일치 확인 후 재복원,중간,/mnt/data/SSIS_908_652_photo_guided_retranslation/SSIS-908.final-photo-guided-retranslated-ko.v1.changes.csv
셋이서?,세게…,타임스탬프 사진으로 장면 불일치 확인 후 재복원,중간,/mnt/data/SSIS_908_652_photo_guided_retranslation/SSIS-908.final-photo-guided-retranslated-ko.v1.changes.csv
한 명의?,아…,타임스탬프 사진으로 장면 불일치 확인 후 재복원,중간,/mnt/data/SSIS_908_652_photo_guided_retranslation/SSIS-908.final-photo-guided-retranslated-ko.v1.changes.csv
"누나, 기분 좋게 해 줄게.",나도 기분 좋게 해 줄게.,사진 장면 확인 및 한국어 번역투·ASR 오역 교정,높음,/mnt/data/SSIS_908_652_photo_guided_retranslation/SSIS-908.final-photo-guided-retranslated-ko.v1.changes.csv
잘 자.,안 돼… 너무 깊어…,타임스탬프 사진으로 장면 불일치 확인 후 재복원,중간,/mnt/data/SSIS_908_652_photo_guided_retranslation/SSIS-908.final-photo-guided-retranslated-ko.v1.changes.csv
잘 자.,조금만 천천히…,타임스탬프 사진으로 장면 불일치 확인 후 재복원,중간,/mnt/data/SSIS_908_652_photo_guided_retranslation/SSIS-908.final-photo-guided-retranslated-ko.v1.changes.csv
쉬어.,아… 그대로…,타임스탬프 사진으로 장면 불일치 확인 후 재복원,중간,/mnt/data/SSIS_908_652_photo_guided_retranslation/SSIS-908.final-photo-guided-retranslated-ko.v1.changes.csv
내가 네 곁에 없었으면 어쩔 뻔했어.,응.,타임스탬프 사진으로 장면 불일치 확인 후 재복원,중간,/mnt/data/SSIS_908_652_photo_guided_retranslation/SSIS-908.final-photo-guided-retranslated-ko.v1.changes.csv
우리 둘이서?,둘이서.,타임스탬프 사진으로 장면 불일치 확인 후 재복원,중간,/mnt/data/SSIS_908_652_photo_guided_retranslation/SSIS-908.final-photo-guided-retranslated-ko.v1.changes.csv
둘이서?,그래.,타임스탬프 사진으로 장면 불일치 확인 후 재복원,중간,/mnt/data/SSIS_908_652_photo_guided_retranslation/SSIS-908.final-photo-guided-retranslated-ko.v1.changes.csv
셋이서?,앞으로도.,타임스탬프 사진으로 장면 불일치 확인 후 재복원,중간,/mnt/data/SSIS_908_652_photo_guided_retranslation/SSIS-908.final-photo-guided-retranslated-ko.v1.changes.csv
한 명의?,함께.,타임스탬프 사진으로 장면 불일치 확인 후 재복원,중간,/mnt/data/SSIS_908_652_photo_guided_retranslation/SSIS-908.final-photo-guided-retranslated-ko.v1.changes.csv
다 보이고 있어.,전부 다 보이네.,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
강가도 다 찍히고 있어.,창밖도 다 찍히고 있어.,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
제법 익숙해졌어.,이제 꽤 익숙해졌지.,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
사적으로는 어디까지 해봤어?,사적으로는 어디까지 해 봤어?,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
사적으로는 어디까지 해봤는데?,어디에서 해 봤는데?,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
여러 번 할 수 있는 사람.,그런 사람이 좋아.,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
너무 자연스럽게 받아주는데? 괜찮아?,되게 자연스럽게 받네. 괜찮아?,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
시즈카의 가족이 되었어.,시즈카한테도 가족이 생겼어.,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
보지가 경련하고 있네.,보지가 움찔거리네.,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
이거 가지고 있어?,집에도 있어?,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
이거 가지고 있어?,이런 거 써 봤어?,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
성인용품.,성인용품 말이야.,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
너무 자연스럽게 받아주네.,되게 자연스럽게 받네.,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
천천히 받아들여 주세요.,천천히 받아 줘요.,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
기립.,기립!,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
경례.,경례!,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
잘 부탁드립니다.,좋은 아침입니다.,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
착석.,좋은 아침입니다.,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
세게 깨물었으니까.,어느 쪽부터 베어 먹었을까?,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
"싫다고 거절하면 전부 혼자 먹으면 되지, 그렇게 생각하면서.","거절당하면 혼자 다 먹으면 된다고 생각하면서,",,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
자기 목소리에서도 사과 향이 나고 사과 맛이 날 게 분명하다고 생각했다.,자기 입에서도 사과 향과 맛이 날 거라고 생각했다.,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
그녀의 입과 같은 향과 맛일 거라고 생각했다.,그녀의 입과 같은 향과 맛일 거라고.,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
"자, 시작할게요.",좋은 아침입니다.,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
"자, 시작합니다.",좋은 아침.,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
"자, 시작합니다.",좋은 아침입니다.,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
"자, 시작합니다.",♪,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
좋은 아침입니다.,♪,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
"아, 정말 기분 좋아.",아… 조금 좋아.,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
지금은 일을 그만둔 상태다.,지금은 일을 그만뒀다.,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
힘을 빼고 천천히 받아들여 봐.,힘 빼고 천천히 받아 줘.,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
분위기를 알게 된 상태에서…,이제는 기술도 분위기도 어느 정도 알게 됐으니…,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
성관계도 즐길 수 있었어?,섹스도 즐거웠어?,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
성관계 외에도 함께 술을 마시며 친해진 일이 계기였던 것 같습니다.,섹스뿐 아니라 같이 술도 마시면서 가까워진 게 계기였던 것 같아요.,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
성관계를 좋아하시네요.,섹스 좋아하시네요.,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
"봐 주신 팬 여러분께 감사합니다. 처음 보는 기획이라 불안해 보였겠지만, 저 나름대로 열심히 했고 성관계의 즐거움도 전하고 싶었습니다.","봐 주신 팬 여러분, 감사합니다. 처음 보는 기획이라 불안해 보였을 텐데, 저도 제 나름대로 열심히 했고 섹스의 즐거움도 보여 드리고 싶었어요.",,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
친구 같은 여성과 먼저 가까워지면 자연스럽게 성관계까지 할 수 있다고 생각합니다. 너무 깊이 고민하지 말고 연애와 성관계를 많이 경험해 보세요.,친구처럼 편한 여자와 먼저 가까워지면 자연스럽게 잠자리까지 갈 수 있다고 생각해요. 너무 고민하지 말고 연애도 섹스도 많이 경험해 보세요.,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
힘을 빼고 받아들여.,힘 빼고 천천히 받아.,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
이제 전부 받아들였군.,이제 끝까지 다 들어갔네.,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
금방 하아 하고.,금방 숨이 가빠지네.,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
어떤 식으로 가고 있는지.,어떻게 가고 있는지.,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
상자 안에 넣을 테니 바깥쪽 털을 중심으로 해 주세요.,안쪽에 넣을 테니 바깥쪽을 중심으로 해 주세요.,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
조금 쉬어 주세요.,잠깐 쉬어 갈게요.,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
몸을 살짝 넣을 수 있어요.,조금만 안에 넣어도 돼요.,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
몸을 살짝 넣을 수 있어요.,조금만요.,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
단차를 만들어 갈게요.,높이를 조금씩 맞춰 갈게요.,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
남은 부분은 부드럽게 해 갈게요.,남은 부분도 부드럽게 정리할게요.,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
그리고 여기까지 할 수 있게 됐어요.,이제 여기까지 정리됐어요.,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
다음은 문 앞쪽이에요.,다음은 앞쪽이에요.,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
"네, 흐름을 돌려 볼게요.","네, 방향을 바꿔 볼게요.",,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
하지만 내가 사랑하는 건 너뿐이니까 괜찮잖아.,너만 사랑한다니까.,,,/mnt/data/final_20_deep_natural_v5/all-files.third-pass-changes.csv
두 번째입니다.,벌써 두 번째예요.,사진 장면 확인 및 한국어 번역투 교정,높음,/mnt/data/new4_photo_guided_pass1/SSIS-642.photo-guided-pass1-changes.csv
"자, 술도 깼으니 그 차가운 가면을 벗고 감정을 드러내 봐.",이제 술도 깼으니 그 무표정한 얼굴 말고 솔직한 표정 좀 보여 봐.,사진 장면 확인 및 한국어 번역투 교정,높음,/mnt/data/new4_photo_guided_pass1/SSIS-642.photo-guided-pass1-changes.csv
"자, 두 번째야.","자, 이번엔 두 번째야.",사진 장면 확인 및 한국어 번역투 교정,높음,/mnt/data/new4_photo_guided_pass1/SSIS-642.photo-guided-pass1-changes.csv
"아, 그게 여섯 번째 움직임이야.",자꾸 허리가 움직이네.,타임스탬프 사진과 장면 흐름으로 명백한 오인식 교정,높음,/mnt/data/new4_photo_guided_pass1/SSIS-400.photo-guided-pass1-changes.csv
그 안쪽은 두 번째야.,안쪽이 더 좋아?,타임스탬프 사진과 장면 흐름으로 명백한 오인식 교정,중간,/mnt/data/new4_photo_guided_pass1/SSIS-400.photo-guided-pass1-changes.csv
세 번째 자세로 넘어갈게.,이번엔 입으로 해 줘.,타임스탬프 사진과 장면 흐름으로 명백한 오인식 교정,중간,/mnt/data/new4_photo_guided_pass1/SSIS-400.photo-guided-pass1-changes.csv
배가 아파요…,입이 아파요…,타임스탬프 사진과 장면 흐름으로 명백한 오인식 교정,중간,/mnt/data/new4_photo_guided_pass1/SSIS-400.photo-guided-pass1-changes.csv
여러 곳을 움직이면서 할까?,손도 같이 움직여 볼까?,타임스탬프 사진과 장면 흐름으로 명백한 오인식 교정,중간,/mnt/data/new4_photo_guided_pass1/SSIS-400.photo-guided-pass1-changes.csv
괜찮아. 자세는 아직 무너지지 않았어.,"괜찮아, 아직 할 수 있잖아.",타임스탬프 사진과 장면 흐름으로 명백한 오인식 교정,중간,/mnt/data/new4_photo_guided_pass1/SSIS-400.photo-guided-pass1-changes.csv
배가 다시 아파요. 너무 조이고 아파요.,너무 깊어서 아파요…,타임스탬프 사진과 장면 흐름으로 명백한 오인식 교정,중간,/mnt/data/new4_photo_guided_pass1/SSIS-400.photo-guided-pass1-changes.csv
어서 오세요.,거기 좋아요…,타임스탬프 사진과 장면 흐름으로 명백한 오인식 교정,중간,/mnt/data/new4_photo_guided_pass1/SSIS-400.photo-guided-pass1-changes.csv
한번에 하면 추워요.,한꺼번에 하면 아파요.,타임스탬프 사진과 장면 흐름으로 명백한 오인식 교정,중간,/mnt/data/new4_photo_guided_pass1/SSIS-400.photo-guided-pass1-changes.csv
보너스 장면은 아직 남아 있어요…,아직 끝난 거 아니야.,타임스탬프 사진과 장면 흐름으로 명백한 오인식 교정,중간,/mnt/data/new4_photo_guided_pass1/SSIS-400.photo-guided-pass1-changes.csv
보너스 장면으로 다시 돌아왔어요.,이번엔 네가 위에서 해 봐.,타임스탬프 사진과 장면 흐름으로 명백한 오인식 교정,중간,/mnt/data/new4_photo_guided_pass1/SSIS-400.photo-guided-pass1-changes.csv
계속 간 채로 있잖아…,계속 느끼고 있잖아…,타임스탬프 사진과 장면 흐름으로 명백한 오인식 교정,중간,/mnt/data/new4_photo_guided_pass1/SSIS-400.photo-guided-pass1-changes.csv
엄마?,왜?,타임스탬프 사진과 장면 흐름으로 명백한 오인식 교정,중간,/mnt/data/new4_photo_guided_pass1/SSIS-400.photo-guided-pass1-changes.csv
가 봐. 아직 조금 남았지?,움직여 봐. 아직 할 수 있지?,타임스탬프 사진과 장면 흐름으로 명백한 오인식 교정,중간,/mnt/data/new4_photo_guided_pass1/SSIS-400.photo-guided-pass1-changes.csv
일하고 나서.,이번엔 네가 해 줘.,타임스탬프 사진과 장면 흐름으로 명백한 오인식 교정,중간,/mnt/data/new4_photo_guided_pass1/SSIS-400.photo-guided-pass1-changes.csv
이제 시작할게.,"자, 시작해 봐.",타임스탬프 사진과 장면 흐름으로 명백한 오인식 교정,중간,/mnt/data/new4_photo_guided_pass1/SSIS-400.photo-guided-pass1-changes.csv
일이 되면…,제대로 핥아 줘.,타임스탬프 사진과 장면 흐름으로 명백한 오인식 교정,중간,/mnt/data/new4_photo_guided_pass1/SSIS-400.photo-guided-pass1-changes.csv
아무도 없어요.,아무도 안 보잖아.,타임스탬프 사진과 장면 흐름으로 명백한 오인식 교정,중간,/mnt/data/new4_photo_guided_pass1/SSIS-400.photo-guided-pass1-changes.csv
정말 좋아.,거기 좋아.,타임스탬프 사진과 장면 흐름으로 명백한 오인식 교정,중간,/mnt/data/new4_photo_guided_pass1/SSIS-400.photo-guided-pass1-changes.csv
저는…,더 해 줘.,타임스탬프 사진과 장면 흐름으로 명백한 오인식 교정,중간,/mnt/data/new4_photo_guided_pass1/SSIS-400.photo-guided-pass1-changes.csv
그렇군요.,네…,타임스탬프 사진과 장면 흐름으로 명백한 오인식 교정,높음,/mnt/data/new4_photo_guided_pass1/SSIS-400.photo-guided-pass1-changes.csv
마음이 편하네.,기분 좋네.,타임스탬프 사진과 장면 흐름으로 명백한 오인식 교정,중간,/mnt/data/new4_photo_guided_pass1/SSIS-400.photo-guided-pass1-changes.csv
"아, 정말인가…","아, 좋아…",타임스탬프 사진과 장면 흐름으로 명백한 오인식 교정,중간,/mnt/data/new4_photo_guided_pass1/SSIS-400.photo-guided-pass1-changes.csv
첫 바람에 4년 만의 섹스니까.,첫 외도에 4년 만의 섹스니까.,타임스탬프 사진과 장면 흐름으로 명백한 오인식 교정,높음,/mnt/data/new4_photo_guided_pass1/ADN-789.photo-guided-pass1-changes.csv
두 번째로 가게 해 줘…,한 번 더 가게 해 줘…,타임스탬프 사진과 장면 흐름으로 명백한 오인식 교정,높음,/mnt/data/new4_photo_guided_pass1/ADN-789.photo-guided-pass1-changes.csv
더 보지 소리 들려주지 않을래?,더 좋은 소리 들려주지 않을래?,타임스탬프 사진과 장면 흐름으로 명백한 오인식 교정,높음,/mnt/data/new4_photo_guided_pass1/ADN-789.photo-guided-pass1-changes.csv
스물넷.,아…,타임스탬프 사진과 장면 흐름으로 명백한 오인식 교정,중간,/mnt/data/new4_photo_guided_pass1/ADN-789.photo-guided-pass1-changes.csv
스물넷…,응…,타임스탬프 사진과 장면 흐름으로 명백한 오인식 교정,중간,/mnt/data/new4_photo_guided_pass1/ADN-789.photo-guided-pass1-changes.csv
스물…,하아…,타임스탬프 사진과 장면 흐름으로 명백한 오인식 교정,중간,/mnt/data/new4_photo_guided_pass1/ADN-789.photo-guided-pass1-changes.csv
스물여덟…,"아, 좋아…",타임스탬프 사진과 장면 흐름으로 명백한 오인식 교정,중간,/mnt/data/new4_photo_guided_pass1/ADN-789.photo-guided-pass1-changes.csv
스물…,아아…,타임스탬프 사진과 장면 흐름으로 명백한 오인식 교정,중간,/mnt/data/new4_photo_guided_pass1/ADN-789.photo-guided-pass1-changes.csv
서른여덟.,잠깐만…,타임스탬프 사진과 장면 흐름으로 명백한 오인식 교정,중간,/mnt/data/new4_photo_guided_pass1/ADN-789.photo-guided-pass1-changes.csv
자네만 괜찮다면 지난번 일의 계속도…,자네만 괜찮다면 지난번 일도 계속하고 싶은데…,타임스탬프 사진과 장면 흐름으로 명백한 오인식 교정,높음,/mnt/data/new4_photo_guided_pass1/ADN-789.photo-guided-pass1-changes.csv
경기 때문에 와 주셨습니다.,경기 건으로 와 주셨습니다.,사진 장면 확인 및 한국어 번역투 교정,높음,/mnt/data/new4_photo_guided_pass1/new4.photo-guided-pass1-all-changes.csv
오늘은 여기까지 모셔다드리죠.,오늘은 여기까지 모시겠습니다.,사진 장면 확인 및 한국어 번역투 교정,높음,/mnt/data/new4_photo_guided_pass1/new4.photo-guided-pass1-all-changes.csv
마음에 든 모양이군.,마음에 드신 모양이군.,사진 장면 확인 및 한국어 번역투 교정,높음,/mnt/data/new4_photo_guided_pass1/new4.photo-guided-pass1-all-changes.csv
"이번 기회는 너에게도, 방송국에도, 물론 나에게도 두 번 다시 없을 기회야.","이번 기회는 너에게도, 방송국에도, 나에게도 두 번 다시 없을 기회야.",사진 장면 확인 및 한국어 번역투 교정,높음,/mnt/data/new4_photo_guided_pass1/new4.photo-guided-pass1-all-changes.csv
나도 조건이 있어.,대신 조건이 하나 있어.,사진 장면 확인 및 한국어 번역투 교정,높음,/mnt/data/new4_photo_guided_pass1/new4.photo-guided-pass1-all-changes.csv
넣고 나서였어.,넣고 나니까 어때?,사진 장면 확인 및 한국어 번역투 교정,높음,/mnt/data/new4_photo_guided_pass1/new4.photo-guided-pass1-all-changes.csv
잘 부탁해. 많이 들어가네.,잘 부탁해. 깊이 들어가네.,사진 장면 확인 및 한국어 번역투 교정,높음,/mnt/data/new4_photo_guided_pass1/new4.photo-guided-pass1-all-changes.csv
멈추지 말고 계속하자.,멈추지 말고 계속해.,사진 장면 확인 및 한국어 번역투 교정,높음,/mnt/data/new4_photo_guided_pass1/new4.photo-guided-pass1-all-changes.csv
다음 주 중요한 현장에 쓸 자료를 어제 회사에서 스즈모리랑 둘이 야근하며 만들었지.,다음 주 중요한 현장에 쓸 자료를 어제 스즈모리와 둘이 야근하며 만들었지.,내레이션 어순 및 조사 교정,높음,/mnt/data/ABF337_ABF328_photo_guided_pass1/ABF-328.photo-guided-pass1-changes.csv
결국 일을 못 끝냈고 회사 문 닫을 시간까지 됐어.,"결국 일을 끝내지 못한 채 회사 문을 닫을 시간이 됐고,",내레이션 연결 자연화,높음,/mnt/data/ABF337_ABF328_photo_guided_pass1/ABF-328.photo-guided-pass1-changes.csv
둘 다 막차 시간도 놓쳐 버렸어.,둘 다 막차까지 놓쳐 버렸다.,내레이션 시제 일관성 교정,높음,/mnt/data/ABF337_ABF328_photo_guided_pass1/ABF-328.photo-guided-pass1-changes.csv
"나는 집이 멀고 스즈모리 집은 택시로 금방이라, 그 집에서 계속하기로 했지.",나는 집이 멀었고 스즈모리 집은 가까워 그 집에서 계속 작업하기로 했다.,긴 내레이션 압축 및 자연화,높음,/mnt/data/ABF337_ABF328_photo_guided_pass1/ABF-328.photo-guided-pass1-changes.csv
그러다 스즈모리 집에서 작업하다가 어느새 잠든 건가.,그러다 스즈모리 집에서 작업하다 나도 모르게 잠들었나 보다.,내레이션 자연화,높음,/mnt/data/ABF337_ABF328_photo_guided_pass1/ABF-328.photo-guided-pass1-changes.csv
얘도 자고 있는 걸 보니 둘 다 그대로 잠들어 버린 거군.,얘도 자고 있는 걸 보니 둘 다 그대로 잠들어 버렸나 봐.,부자연스러운 줄바꿈 교정,높음,/mnt/data/ABF337_ABF328_photo_guided_pass1/ABF-328.photo-guided-pass1-changes.csv
"- 아까 제대로 해 주지도 않았잖아. 괜찮잖아, 조금만. 이미 이렇게 됐고. - 정말 안 돼. 뭐가 괜찮아? 네가 멋대로 그런 거잖아.",- 아까 제대로 해 주지도 않았잖아. 조금만 하자. - 안 돼. 네가 멋대로 시작한 거잖아.,지나치게 긴 두 화자 대사 압축,중간,/mnt/data/ABF337_ABF328_photo_guided_pass1/ABF-328.photo-guided-pass1-changes.csv
핥아달라고 졸라대면서 '그때 가서'가 뭐야?,핥아 달라고 졸라대면서 '그때 가서'가 뭐야?,긴 문장 줄바꿈 및 자연화,높음,/mnt/data/ABF337_ABF328_photo_guided_pass1/ABF-328.photo-guided-pass1-changes.csv
얼굴에 묻었는데 바로 닦지를 못했어.,얼굴에 묻었는데 바로 닦아 주지 못했어.,한국어 목적어·서술어 자연화,중간,/mnt/data/ABF337_ABF328_photo_guided_pass1/ABF-328.photo-guided-pass1-changes.csv
오늘 색다른 경험을 다 해 보네.,오늘 색다른 경험은 다 해 보네.,조사 교정,높음,/mnt/data/ABF337_ABF328_photo_guided_pass1/ABF-328.photo-guided-pass1-changes.csv
끝까지 잘 해냈어.,끝까지 잘 해냈네.,대화체 종결 자연화,높음,/mnt/data/ABF337_ABF328_photo_guided_pass1/ABF-328.photo-guided-pass1-changes.csv
"아, 안녕하세요. 정말 아름다운 분이 와 주셨네요.","아, 안녕하세요. 정말 아름다운 분이 오셨네요.",첫 만남 대사 자연화,높음,/mnt/data/ABF337_ABF328_photo_guided_pass1/ABF337_ABF328.all-changes.csv
괜찮으시다면 오늘 데이트하는 느낌으로 해 볼게요.,괜찮으시다면 오늘은 데이트하는 느낌으로 진행할게요.,데이트 장면 문장 자연화,높음,/mnt/data/ABF337_ABF328_photo_guided_pass1/ABF337_ABF328.all-changes.csv
차를 세웠는데도 긴장되네요.,차에 타니까 더 긴장되네요.,차량 장면과 문장 불일치 교정,높음,/mnt/data/ABF337_ABF328_photo_guided_pass1/ABF337_ABF328.all-changes.csv
엄청나네요.,"와, 정말 크네요.",대형 선박 장면에 맞는 표현 교정,높음,/mnt/data/ABF337_ABF328_photo_guided_pass1/ABF337_ABF328.all-changes.csv
저쪽에 엔진이 있네요.,저쪽이 엔진실인가 봐요.,선박 관람 장면 표현 자연화,중간,/mnt/data/ABF337_ABF328_photo_guided_pass1/ABF337_ABF328.all-changes.csv
여기엔 아직 부족하다고 적혀 있나요?,여기엔 뭐라고 적혀 있어요?,의미가 깨진 안내문 관련 문장 교정,중간,/mnt/data/ABF337_ABF328_photo_guided_pass1/ABF337_ABF328.all-changes.csv
차 안에는 따로 아무것도 없나요?,배 안에는 따로 볼 게 없나요?,'차 안' 사물 오인식 교정,높음,/mnt/data/ABF337_ABF328_photo_guided_pass1/ABF337_ABF328.all-changes.csv
평소와 다른 반응을 보이는 것 같아요.,평소와는 반응이 좀 다른 것 같아요.,한국어 어순 자연화,높음,/mnt/data/ABF337_ABF328_photo_guided_pass1/ABF337_ABF328.all-changes.csv
거기 앉으면 안 돼.,거기 앉으면 안 돼요.,앞 장면 존댓말 일관성 교정,높음,/mnt/data/ABF337_ABF328_photo_guided_pass1/ABF337_ABF328.all-changes.csv
지금 표정이 어때? 억지로 안 참아도 돼…,지금 표정이 어때? 억지로 참지 않아도 돼.,반복 표현과 어순 교정,높음,/mnt/data/ABF337_ABF328_photo_guided_pass1/ABF337_ABF328.all-changes.csv
대단하네요. 예쁘신데 대화도 잘 통하네요.,정말 대단하네요. 예쁘신 데다 대화도 잘 통하고요.,긴 칭찬 문장 자연화,높음,/mnt/data/ABF337_ABF328_photo_guided_pass1/ABF337_ABF328.all-changes.csv
집에 가족이 있을 때는 조심해야 해요.,집에 가족이 있을 땐 조심해야 해요.,마지막 조언 문장 자연화,높음,/mnt/data/ABF337_ABF328_photo_guided_pass1/ABF337_ABF328.all-changes.csv
저는 엄청 비를 몰고 다니는 편인데 오늘은 맑아서 다행이에요. 도착했습니다.,저 원래 비를 몰고 다니는 편인데 오늘은 맑아서 다행이에요. 도착했네요.,,,/mnt/data/final_20_deep_natural_v4/all-files.second-pass-changes.csv
온몸으로 느끼고 있네.,온몸으로 느끼네.,,,/mnt/data/final_20_deep_natural_v4/all-files.second-pass-changes.csv
가능해?,할 수 있어?,,,/mnt/data/final_20_deep_natural_v4/all-files.second-pass-changes.csv
유두도.,젖꼭지도.,,,/mnt/data/final_20_deep_natural_v4/all-files.second-pass-changes.csv
유두에 닿고 있어요.,젖꼭지에 닿아요.,,,/mnt/data/final_20_deep_natural_v4/all-files.second-pass-changes.csv
유두? 응.,젖꼭지? 응.,,,/mnt/data/final_20_deep_natural_v4/all-files.second-pass-changes.csv
항문.,엉덩이 구멍.,,,/mnt/data/final_20_deep_natural_v4/all-files.second-pass-changes.csv
"대박, 유두는 커져 있어.","대박, 젖꼭지도 딱 섰네.",,,/mnt/data/final_20_deep_natural_v4/all-files.second-pass-changes.csv
"그럼, 먼저 유두를 한 번 더 할까…",그럼 젖꼭지부터 한 번 더 핥아 줄까…,,,/mnt/data/final_20_deep_natural_v4/all-files.second-pass-changes.csv
유두 넣고 있는 것 같아.,젖꼭지가 자지에 닿아 있네.,,,/mnt/data/final_20_deep_natural_v4/all-files.second-pass-changes.csv
유두가 딱딱하잖아.,젖꼭지도 딱딱해졌잖아.,,,/mnt/data/final_20_deep_natural_v4/all-files.second-pass-changes.csv
이렇게나 되었네…,이렇게 됐네…,,,/mnt/data/final_20_deep_natural_v4/all-files.second-pass-changes.csv
엄청 느끼고 있잖아.,엄청 좋아하잖아.,,,/mnt/data/final_20_deep_natural_v4/all-files.second-pass-changes.csv
자지 핥은 것만으로 이렇게 되었잖아…,자지 좀 핥았다고 이렇게 됐잖아…,,,/mnt/data/final_20_deep_natural_v4/all-files.second-pass-changes.csv
안과 입에 박힌 자지는 갈수록 거칠게 움직였다.,보지 안과 입에 들어온 자지는 갈수록 거칠게 움직였다.,,,/mnt/data/final_20_deep_natural_v4/all-files.second-pass-changes.csv
안쪽은 사정없이 헤집어졌고 목구멍 깊숙이 찔렸다.,안쪽은 사정없이 헤집어졌고 목구멍까지 깊숙이 찔렸다.,,,/mnt/data/final_20_deep_natural_v4/all-files.second-pass-changes.csv
뜨거운 정액이 안쪽 깊숙이 한꺼번에 쏟아졌다.,뜨거운 정액이 보지 깊숙이 한꺼번에 쏟아졌다.,,,/mnt/data/final_20_deep_natural_v4/all-files.second-pass-changes.csv
원치 않는 쾌감이 점점 커졌다.,싫은데도 몸은 점점 더 달아올랐다.,,,/mnt/data/final_20_deep_natural_v4/all-files.second-pass-changes.csv
레이지에게 받은 애무 탓일지도 모른다.,레이지에게 받은 애무 탓인지도 몰랐다.,,,/mnt/data/final_20_deep_natural_v4/all-files.second-pass-changes.csv
